Time (TU),X (LU),Y (LU),Z (LU),VX (LU/TU),VY (LU/TU),VZ (LU/TU)
0.9582029048776602,0.990306605320368,0.005325252592867896,-0.025841233340563204,0.020096848561409166,-0.9249265028385616,-0.0991762365102956
0.9585483156714784,0.9903133411658638,0.005005567122214157,-0.025874480119665144,0.01890439552295883,-0.9261070200690428,-0.093325015116865
0.9588926200250452,0.9903196448229951,0.004686511790745361,-0.025905604500333988,0.01771172503004991,-0.9272145188483067,-0.0874665249144988
0.9592358621567173,0.9903255196336559,0.004368073158241681,-0.025934620854194727,0.016518957361306003,-0.9282490549066323,-0.0816017669265485
0.9595780857719118,0.9903309688149333,0.00405023786429624,-0.025961543098389633,0.01532621231464588,-0.929210700394532,-0.07573173808688795
0.9599193347954393,0.9903359954712355,0.0037329919631160545,-0.025986384751703086,0.014133606665999731,-0.9300995455147766,-0.06985741861343282
0.9602596524865404,0.9903406025803119,0.003416321760043675,-0.026009158861867342,0.012941257264419496,-0.9309156955504856,-0.06397978712316459
0.9605990826506727,0.9903447930103022,0.0031002126990904095,-0.026029878086354995,0.011749276805182526,-0.9316592733785062,-0.05809979969328542
0.9609376689720295,0.9903485695083409,0.0027846499972284462,-0.02604855463275287,0.010557776170131638,-0.9323304169557591,-0.05221840127205925
0.9612754546024582,0.9903519346963995,0.0024696190427170466,-0.026065200235022803,0.00936686589962976,-0.9329292780786833,-0.046336532857296775
0.9616124827155657,0.9903548910780196,0.0021551048938646673,-0.026079826183782844,0.008176654270720065,-0.9334560230845915,-0.0404551219294876
0.9619487972889539,0.9903574410427437,0.001841091562858998,-0.0260924433453852,0.006987244551206961,-0.9339108331572944,-0.03457506878744579
0.962284440340323,0.9903595868444678,0.0015275646111474707,-0.02610306205210553,0.005798744803534518,-0.9342938999856744,-0.02869729494152675
0.9626194557308545,0.9903613306298448,0.0012145076132054082,-0.02611169224013877,0.004611254467424963,-0.9346054303570447,-0.022822676718073823
0.9629538856565073,0.990362674414604,0.0009019054485538795,-0.026118343330032563,0.0034248768157565408,-0.9348456414685058,-0.01695210679531651
0.9632877730392966,0.9903636200981291,0.0005897420828792441,-0.02612302429659808,0.0022397105246750072,-0.9350147630768407,-0.011086452459061055
0.9636211600913244,0.9903641694570405,0.0002780019250029486,-0.026125743635076408,0.0010558548064539385,-0.9351130359104354,-0.005226580951830999
0.963954089136667,0.9903643241487566,-0.00003333092644205012,-0.026126509376842747,-0.00012659346295727856,-0.9351407118756786,0.00062665478204753
0.9642866022141917,0.99036408571087,-0.0003442722968308934,-0.026125329084555855,-0.0013075382895554525,-0.9350980535274821,0.006472408935388847
0.9646192104438389,0.9903634543947587,-0.0006552767713390606,-0.026122204077031672,-0.0024885508184039964,-0.9349851250476031,0.012318089916266955
0.9649522603062696,0.9903624287221885,-0.0009666448478371126,-0.026117127234704832,-0.0036706162380751098,-0.9348017129859902,0.018168203866911717
0.9652857927390089,0.990361007140833,-0.0012783911200329452,-0.026110091196147506,-0.0048536328941579995,-0.9345476227959905,0.024021874656833652
0.9656198501047861,0.990359187977315,-0.0015905313211147408,-0.026101088127297566,-0.006037502514532263,-0.9342226707964038,0.02987824068083986
0.965954474095533,0.9903569694444504,-0.0019030803500925905,-0.02609010975913363,-0.0072221227358031295,-0.9338266858391181,0.035736417926549684
0.9662897073038955,0.9903543496326053,-0.0022160537257221186,-0.026077147346877137,-0.00840739263632385,-0.9333595081485041,0.04159552739880891
0.9666255916478412,0.9903513265201258,-0.0025294661007014933,-0.026062191723722976,-0.0095932071264007,-0.932820991574257,0.04745466743921849
0.9669621696233456,0.9903478979645478,-0.0028433324171834363,-0.026045233259608978,-0.010779461350462791,-0.9322110024224589,0.053312935559035775
0.9672994839302044,0.9903440617044174,-0.0031576675425711007,-0.026026261872650717,-0.011966049330372097,-0.9315294201894285,0.05916942179631246
0.9676375773877521,0.9903398153600194,-0.003472486176400775,-0.026005267035317234,-0.013152863640551654,-0.9307761381066797,0.06502320718609406
0.9679764927183233,0.9903351564366615,-0.003787802634625285,-0.025982237793382927,-0.014339794626954588,-0.9299510641429625,0.07087335999525862
0.9683162725835313,0.9903300823256339,-0.004103630870026103,-0.02595716277352012,-0.015526730523309468,-0.929054121594271,0.07671893640022026
0.9686569601519628,0.9903245902960881,-0.0044199849859459794,-0.025930030146171016,-0.016713559419600173,-0.928085248074202,0.08255899028275217
0.9689985982477041,0.9903186775083356,-0.00473687843115354,-0.02590082769441292,-0.0179001662782065,-0.927044398291429,0.0883925586461179
0.9693412303690655,0.9903123409975723,-0.005054324931783227,-0.025869542736855877,-0.019086436472333684,-0.9259315416095202,0.09421867913898128
0.9696848992161544,0.9903055777009122,-0.00537233711299713,-0.025836162264565494,-0.020272250678959713,-0.9247466672256123,0.10003636508965696
0.9700296484437059,0.99029838442575,-0.005690928109809983,-0.025800672788427445,-0.021457490950954863,-0.9234897790370992,0.10584463546626127
0.970375520756065,0.9902907578885357,-0.006010109791985613,-0.02576306053419791,-0.02264203415849638,-0.9221609028457224,0.1116424828575037
0.9707225592845998,0.9902826946889407,-0.0063298940265729,-0.025723311318795974,-0.02382575676140364,-0.9207600822339465,0.11742889705375958
0.9710708075458196,0.9902741913097868,-0.006650292624900088,-0.025681410553962558,-0.025008534664192904,-0.9192873789677655,0.12320286447519094
0.9714203083591852,0.9902652441445781,-0.0069713163351202215,-0.025637343385987593,-0.026190239567327866,-0.9177428781517902,0.12896335054337466
0.971771104813302,0.9902558494766928,-0.007292975721790699,-0.02559109459726522,-0.027370742302598745,-0.9161266849768385,0.13470931619136545
0.972123239943914,0.9902460034885564,-0.0076152808588299155,-0.025542648655748467,-0.028549911780755326,-0.91443892665816,0.14043971293660365
0.9724767566829294,0.9902357022650894,-0.00793824127335377,-0.02549198973623967,-0.029727614876979183,-0.9126797533507075,0.1461534825607148
